"('4abe7f9ef964a520068e20e3', '4b6b5abff964a520fb022ce3')"
"('4abe7f9ef964a520068e20e3', '515abd65e4b08eda86b30e6e')"
"('4abe7f9ef964a520068e20e3', '49ff62f9f964a52013701fe3')"
"('4abe7f9ef964a520068e20e3', '4a43bcb7f964a520bba61fe3')"
"('4abe7f9ef964a520068e20e3', '4a6fa0abf964a520a4d61fe3')"
"('4b6b5abff964a520fb022ce3', '49ff62f9f964a52013701fe3')"
"('4b6b5abff964a520fb022ce3', '4abe7f9ef964a520068e20e3')"
"('4b6b5abff964a520fb022ce3', '42daf100f964a52035261fe3')"
"('4b6b5abff964a520fb022ce3', '4a43bcb7f964a520bba61fe3')"
"('4b6b5abff964a520fb022ce3', '515abd65e4b08eda86b30e6e')"
"('515abd65e4b08eda86b30e6e', '4b6b5abff964a520fb022ce3')"
"('515abd65e4b08eda86b30e6e', '4abe7f9ef964a520068e20e3')"
"('515abd65e4b08eda86b30e6e', '4a6fa0abf964a520a4d61fe3')"
"('515abd65e4b08eda86b30e6e', '55edd0ef498e4b104d071a87')"
"('515abd65e4b08eda86b30e6e', '5984eeb39be522744003dee5')"
"('49ff62f9f964a52013701fe3', '4b6b5abff964a520fb022ce3')"
"('49ff62f9f964a52013701fe3', '4b7de017f964a52049d82fe3')"
"('49ff62f9f964a52013701fe3', '4abe7f9ef964a520068e20e3')"
"('49ff62f9f964a52013701fe3', '4a43bcb7f964a520bba61fe3')"
"('49ff62f9f964a52013701fe3', '41102700f964a520d60b1fe3')"
"('4a43bcb7f964a520bba61fe3', '430d0a00f964a5203e271fe3')"
"('4a43bcb7f964a520bba61fe3', '3fd66200f964a520e9e81ee3')"
"('4a43bcb7f964a520bba61fe3', '3fd66200f964a520d8f11ee3')"
"('4a43bcb7f964a520bba61fe3', '4b6b5abff964a520fb022ce3')"
"('4a43bcb7f964a520bba61fe3', '4a32c3f9f964a5208c9a1fe3')"
"('4a6fa0abf964a520a4d61fe3', '55148c66498e987ed9d8e394')"
"('4a6fa0abf964a520a4d61fe3', '5362a2ae498e3b18c22334be')"
"('4a6fa0abf964a520a4d61fe3', '4b6b5abff964a520fb022ce3')"
"('4a6fa0abf964a520a4d61fe3', '49e7ce15f964a5201d651fe3')"
"('4a6fa0abf964a520a4d61fe3', '4abe7f9ef964a520068e20e3')"
"('42daf100f964a52035261fe3', '42893400f964a52054231fe3')"
"('42daf100f964a52035261fe3', '4ad0ec5df964a52023db20e3')"
"('42daf100f964a52035261fe3', '4b6b5abff964a520fb022ce3')"
"('42daf100f964a52035261fe3', '4a675deef964a52045c91fe3')"
"('42daf100f964a52035261fe3', '4c2ba1f857a9c9b67138f667')"
"('55edd0ef498e4b104d071a87', '515abd65e4b08eda86b30e6e')"
"('55edd0ef498e4b104d071a87', '4b6b5abff964a520fb022ce3')"
"('55edd0ef498e4b104d071a87', '509fd01de4b070da0a9d3c24')"
